File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2772,37,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        dlt_buffer_read_block(buf, &read, data, (unsigned int) head.size);",a36aa03ad4c4075e51d61819b67df95adfb94da7930708ba4bda43acbcd8a632,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2776,38,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",            ((int *)(buf->shm))[1] = read; /* set new read pointer */,a03572eadf7f4aeb788d6ba85434b087c27ceca258e9157c902b7e6ad0c56d75,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2827,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    int write, read, count;",60022e902687f72edc59f59d958f7ad325774cc4b1b96586585639b6b8586e03,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2845,21,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","             write, read, count);",6325217ff349ae8bbb8c8d46df52d4134f7d101de9853283f2e3f4aad771ca44,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2859,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    int write, read, count;",60022e902687f72edc59f59d958f7ad325774cc4b1b96586585639b6b8586e03,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2876,17,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if (write > read),522a4ea6df3fb8e14e3712b53c3508593f3659c3c9091cd7257b19332bd3a1cc,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2877,24,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        return write - read;,60b282fef01672877bc7448f2271dbac6dd410fb48237a4542f0248b68b05604,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,3376,21,4,1,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant character.,CWE-120,"                    strcat(binary, "" "");",729aa943e1c3830a12c8809d4f20569e3d320885081e3db6cb8350aac31a536b,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,3395,21,4,1,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant character.,CWE-120,"                    strcat(binary, "" "");",729aa943e1c3830a12c8809d4f20569e3d320885081e3db6cb8350aac31a536b,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,3896,5,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,Risk is low because the source is a constant string.,CWE-120,"    strncpy(get_log_info_tag, ""get_log_info"", strlen(""get_log_info"") + 1);",212cac7916ce853205a92e48a87f81f6fe5d347e2f503010f8dedf1c9cfbb9ba,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,420,13,4,4,buffer,fscanf,"The scanf() family's %s operation, without a limit specification, permits buffer overflows (CWE-120, CWE-20).","Specify a limit to %s, or use a different input function.","If the scanf format is influenceable by an attacker, it's exploitable.","CWE-120, CWE-20","        if (fscanf(handle, format, str1) != 1)",fc8f50120c44431ce0ad20ffd58760f5f150b0a08a86f9731f5e14c913499d2a,2.0.19,FF1021,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,435,13,4,4,buffer,fscanf,"The scanf() family's %s operation, without a limit specification, permits buffer overflows (CWE-120, CWE-20).","Specify a limit to %s, or use a different input function.","If the scanf format is influenceable by an attacker, it's exploitable.","CWE-120, CWE-20","        if (fscanf(handle, format, str1) != 1)",fc8f50120c44431ce0ad20ffd58760f5f150b0a08a86f9731f5e14c913499d2a,2.0.19,FF1021,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,3450,17,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"                strcat(binary, (i == (value8u & i)) ? ""1"" : ""0"");",8e5330d5f2214dd68148ce48b1b2967e2a6ba092b7c6e987c780446201fe28af,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,3469,17,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"                strcat(binary, (i == (value16u & i)) ? ""1"" : ""0"");",de0ed8a92e1fb68a5c04a3a1e1e8c89ca788fa7f20d629e34c1a9f9354ab9333,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,69,7,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"const char dltSerialHeader[DLT_ID_SIZE] = { 'D', 'L', 'S', 1 };",fe8aa6696d787a052a330d14be909a9d9cf118fe1996c07826b596da3085cc6f,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,70,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltSerialHeaderChar[DLT_ID_SIZE] = { 'D', 'L', 'S', 1 };",b41f84dfc842d7d368cdb2fde606e58ef920d3ff960d168707bdd63a46c284e8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,73,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltFifoBaseDir[DLT_PATH_MAX] = ""/tmp"";",b2f655d850ae480fdab50a20827d4169ccb55c5118b9a93c25a88bce000ac421,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,77,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltShmName[NAME_MAX + 1] = ""/dlt-shm"";",c8bc79316c1ca57b4f39e695ef27112da4a3946c7ae3cc0df071871ae5d15e5b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,83,8,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"static char logging_filename[NAME_MAX + 1] = """";",e1559a8d9961bc2e9181da958001d5a011dd594258c48da4c7b91b78fb58f35e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,282,16,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        if ((((char *)ptr)[num] < DLT_COMMON_ASCII_CHAR_SPACE) || (((char *)ptr)[num] > DLT_COMMON_ASCII_CHAR_TILDE)) {,979b7e9a2a78e5ca2f7fd3569325e7a13201f6d68e237ce4b460d5f4faeb1922,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,282,70,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        if ((((char *)ptr)[num] < DLT_COMMON_ASCII_CHAR_SPACE) || (((char *)ptr)[num] > DLT_COMMON_ASCII_CHAR_TILDE)) {,979b7e9a2a78e5ca2f7fd3569325e7a13201f6d68e237ce4b460d5f4faeb1922,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,287,19,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,            if (((char *)ptr)[num] != DLT_COMMON_ASCII_CHAR_LT),ecc4572f199be4232415fde15ee4bd0ddf52c286c36b6f29b876cc6dbe9d4fbb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,288,44,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"                snprintf(*text, 2, ""%c"", ((char *)ptr)[num]);",c9abe56293100ef0d972759f3f0d7fe64e31a2ee79347f36f48e02ccd9b84968,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,324,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(text, id, len);",0c7864aeddafe0cf16a61a5de84f43482debc645352ac3e8bbbe7d191bbcc2a6,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,399,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char str1[DLT_COMMON_BUFFER_LENGTH];,7523eec68b0f94abe8107e60da2f994ff1383a5bd2de417a4f7f34f4fb344e6b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,400,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char apid[DLT_ID_SIZE], ctid[DLT_ID_SIZE];",efd66a7daac7d0194c330b32439f69a3896e3336d393b36e39cea17768a7bd54,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,401,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char format[10];,e7a7906af6f0672461ea2c9c0fc7ac28e9ad64e23336fc1a7c64ea045c3e4d0d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,412,5,4,2,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source has a constant maximum length.,CWE-120,"    sprintf(format, ""%c%ds"", '%', DLT_COMMON_BUFFER_LENGTH-1);",1938164b04951463f6e6c30f945555a9d3d9618806986146f5774693bf717857,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,468,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buf[DLT_COMMON_BUFFER_LENGTH];,11137534fb784f7078c89723ff4669e847e489305e0ba08b5262f0fb18254b66,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,518,17,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"                char empty_ctid[DLT_ID_SIZE] = """";",6ce552a9ed1ae50b56c590a384a8a449c192d09fe5149d562b2181d4fd872d75,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,668,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buffer [DLT_COMMON_BUFFER_LENGTH];,fccecb7972923cb6e61016f3e271a4b109fa37c8105da64688568a398e5a3a8d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1020,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(msg->headerbuffer + sizeof(DltStorageHeader), buffer, sizeof(DltStandardHeader));",45b2c112554c7283108dfe0452a0e9018235e9898b8a11011de7ee01af366e33,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1058,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),",6e7ddafa27714b1bb9d6824e3e5d96f8d80f773558948f1cde99526450db2cc0,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1099,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(msg->databuffer, buffer + (msg->headersize - sizeof(DltStorageHeader)), msg->datasize);",b80fc3f995d899e464883d6ade3f28a17500483ce2b4d2631ca7161961f61609,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1112,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerextra.ecu,",76c887e0f3a09f861ce05849e3d0f0f2180dcaee38999604c08a8ebeaab05950,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1117,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(&(msg->headerextra.seid), msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader)",87a125b0acd76edc3e072f7eafb950735621379f33eff431b1ef0c34c99ea341,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1123,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(&(msg->headerextra.tmsp), msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader)",d735170b38764f580b9f847422a53934089cf7a432cb8b7fcdf330e284e5727f,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1140,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),",6e7ddafa27714b1bb9d6824e3e5d96f8d80f773558948f1cde99526450db2cc0,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1146,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),8cef9ae1707b4a71eb18cc98ed0d8902f791ef23ce912c4fcdf2304cf7b426c2,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1154,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),8cef9ae1707b4a71eb18cc98ed0d8902f791ef23ce912c4fcdf2304cf7b426c2,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1273,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char dltSerialHeaderBuffer[DLT_ID_SIZE];,e6e3f9b04aafdef876c9cb4c5615a7ed0e0470d2c7ff5b7acb484f29eae59f2e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1516,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(ptr, file->index, (size_t)(file->counter) * sizeof(long));",7f8ab039aff3365aed84d9c209016987e414eb83c814a88355e00e5f9a2a8bd9,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1630,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(ptr, file->index, (size_t)(file->counter) * sizeof(long));",7f8ab039aff3365aed84d9c209016987e414eb83c814a88355e00e5f9a2a8bd9,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1859,18,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    static const char asSeverity[LOG_DEBUG +,c2b25da51f288bdae7ddffa5df0a15cde76cb950e15a010034bced3e54d239fd,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,1931,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char outputString[2048] = { 0 }; /* TODO: what is a reasonable string length here? */,8acec57f7c281a38d52590686faa3a2a0579891b32fc6f1513d8d600e297a774,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2091,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(receiver->buf, receiver->backup_buf, (size_t)receiver->lastBytesRcvd);",2e6ad72b2ecd78e1c64077424de8ae662f9fcb52ecd43d9db291593c6cb34b8a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2166,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(receiver->backup_buf, receiver->buf, (size_t)receiver->bytesRcvd);",1cd5746408e4362f65d82b0da4d8161df40b2e22b077cb0721b342d12b2eae79,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2194,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(dest, src, to_get);",f37b6e05579fa346d3f3984a3fbaa91361b6ac7a919d1c8d61327c42bffdf478,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2430,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(buf->mem + *write, data, size);",5ee223ae0677212a68593a6af54803b0ae7d5d5697ac58ae848f8f1aa5787d69,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2439,21,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                    memcpy(buf->mem + *write, data, buf->size - (unsigned int) (*write));",5e2641b8e314edca635ee68e549b9f8507e5bf71feaf60cd70e6fc7c3774b234,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2440,21,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                    memcpy(buf->mem, data + buf->size - *write, size - buf->size + (unsigned int) (*write));",6c13f5933275c9b2afa549d7ad3b3aca2e00e069d611e57d4c6f3f16f6268387,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2460,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(data, buf->mem + *read, size);",243dd9ad937d28c8e2a949c22fe6df1b2e77f463db77c851b23c35c527d1db07,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2469,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(data, buf->mem + *read, buf->size - (unsigned int)(*read));",df2ed0ee97bc2aadd9152c881b775e2db11f022cb47711a50373eed20a882c3a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2470,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(data + buf->size - *read, buf->mem, size - buf->size + (unsigned int)(*read));",4f137b899868d1d10e512bf72d4f98c65167ff6759e61fe46ed8630b223d8901,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2527,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(new_ptr + sizeof(DltBufferHead), buf->mem + head->read, (size_t)(head->write - head->read));",906663172fdf42034d680e75f4a3b6b414eee7323c5250791b4ab193ca3ea3be,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2533,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(new_ptr + sizeof(DltBufferHead), buf->mem + head->read, buf->size - (uint32_t)(head->read));",097fb74999f2930464dcb326ad1c4eac6330dcc5c6eb0c37a4159eb8aa03da6b,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,2534,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(new_ptr + sizeof(DltBufferHead) + buf->size - head->read, buf->mem, (size_t)head->write);",182783312888da08a39d715c8d345deff7f90ca347182b944237ea0107900275,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/COVESA@@dlt-daemon-v2.18.7-CVE-2023-36321-TP.c,3443,13,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"            char binary[10] = { '\0' }; /* e.g.: ""0b1100 0010"" */",7624ac4151d98311783378010bfa3052aee3e4b79591f6e28aa0c69bdf21f477,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
